 service_point_name |    service_point_display_name     | action_date | day_of_week | hour_of_day |    material_type    | action_type | ct  
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | video recording     | Checkin     | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | video recording     | Checkout    | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | book                | Checkin     |  89
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | book                | Checkout    | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | dvd                 | Checkin     | 101
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | dvd                 | Checkout    | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | electronic resource | Checkin     |  97
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | electronic resource | Checkout    | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | microform           | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | microform           | Checkout    | 123
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | sound recording     | Checkin     | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | sound recording     | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | text                | Checkin     | 142
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | text                | Checkout    |  91
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | unspecified         | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | unspecified         | Checkout    | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | video recording     | Checkin     | 140
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-27  | Monday      |           0 | video recording     | Checkout    |  91
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | book                | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | book                | Checkout    | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | dvd                 | Checkin     | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | dvd                 | Checkout    | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | electronic resource | Checkin     | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | electronic resource | Checkout    | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | microform           | Checkin     | 123
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | microform           | Checkout    | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | sound recording     | Checkin     | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | sound recording     | Checkout    | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | text                | Checkin     | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | text                | Checkout    | 101
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | unspecified         | Checkin     | 105
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | unspecified         | Checkout    | 124
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | video recording     | Checkin     | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-28  | Tuesday     |           0 | video recording     | Checkout    | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | book                | Checkin     |  88
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | book                | Checkout    | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | dvd                 | Checkin     |  99
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | dvd                 | Checkout    | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | electronic resource | Checkin     | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | electronic resource | Checkout    | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | microform           | Checkin     | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | microform           | Checkout    | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | sound recording     | Checkin     | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | sound recording     | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | text                | Checkin     | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | text                | Checkout    | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | unspecified         | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | unspecified         | Checkout    | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | video recording     | Checkin     | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-29  | Wednesday   |           0 | video recording     | Checkout    | 136
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | book                | Checkin     | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | book                | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | dvd                 | Checkin     | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | dvd                 | Checkout    | 127
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | electronic resource | Checkin     | 129
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | electronic resource | Checkout    | 132
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | microform           | Checkin     | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | microform           | Checkout    | 124
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | sound recording     | Checkin     | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | sound recording     | Checkout    |  95
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | text                | Checkin     | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | text                | Checkout    | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | unspecified         | Checkin     | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | unspecified         | Checkout    | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | video recording     | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-30  | Thursday    |           0 | video recording     | Checkout    | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | book                | Checkin     | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | book                | Checkout    | 100
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | dvd                 | Checkin     | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | dvd                 | Checkout    | 118
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | electronic resource | Checkin     | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | electronic resource | Checkout    | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | microform           | Checkin     | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | microform           | Checkout    | 127
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | sound recording     | Checkin     | 118
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | sound recording     | Checkout    |  93
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | text                | Checkin     | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | text                | Checkout    | 106
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | unspecified         | Checkin     | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | unspecified         | Checkout    |  99
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | video recording     | Checkin     | 123
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-31  | Friday      |           0 | video recording     | Checkout    | 105
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-09-01  | Saturday    |           0 | book                | Checkin     |  92
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-09-01  | Saturday    |           0 | book                | Checkout    |  98
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-09-01  | Saturday    |           0 | dvd                 | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-09-01  | Saturday    |           0 | dvd                 | Checkout    | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-09-01  | Saturday    |           0 | electronic resource | Checkin     | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-09-01  | Saturday    |           0 | electronic resource | Checkout    | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-09-01  | Saturday    |           0 | microform           | Checkin     | 115
